prediction_window,model,brier_score,expected_calibration_error_10_bins,mean_predicted_risk,observed_at_risk_rate,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
day_56,XGBoost,0.13042496144771576,0.010918549872154201,0.5314969420433044,0.5279950912716674,0.8094799815922687,0.8585397653194263,0.7652527600232423,0.8092165898617512,0.8918490866897415,0.9185809528222727,0.812103143092544,2643,434,808,2634
