validation,seed,prediction_window,feature_group,model,n_train,n_test,test_at_risk_rate,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
repeated_stratified_student_group_train_test,51,day_28,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.7511506597115679,0.804282368685179,0.6986341179889567,0.7477449455676516,0.8372833399304511,0.8715382435895486,0.7542569354975658,2492,585,1037,2404
repeated_stratified_student_group_train_test,42,day_56,demographic_vle_assessment,XGBoost,26074,6519,0.5279950912716674,0.8094799815922687,0.8585397653194263,0.7652527600232423,0.8092165898617512,0.8918490866897415,0.9185809528222727,0.812103143092544,2643,434,808,2634
repeated_stratified_student_group_train_test,43,day_56,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.807149432341209,0.8587385019710907,0.7596628886951468,0.8061680801850424,0.8902125783094887,0.9173770813359005,0.8099581911789027,2647,430,827,2614
repeated_stratified_student_group_train_test,44,day_56,demographic_vle_assessment,XGBoost,26074,6519,0.5279950912716674,0.8070256174259856,0.8589743589743589,0.7591516560139454,0.8059839605181986,0.8880797663382063,0.9154304954479768,0.8098650707759034,2648,429,829,2613
repeated_stratified_student_group_train_test,45,day_56,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.8142068119054925,0.8639033942558747,0.7692531240918338,0.8138355111452729,0.8931577640521207,0.9202842745597062,0.8168657560660664,2660,417,794,2647
repeated_stratified_student_group_train_test,46,day_56,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.8106781221233508,0.8612111292962357,0.7646033129904097,0.8100369458128078,0.8939514015782272,0.920563010777421,0.8134033789521434,2653,424,810,2631
repeated_stratified_student_group_train_test,47,day_56,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.8091439091745934,0.8638622060284863,0.7579192095321128,0.8074303405572756,0.8934252849723511,0.9194794118193763,0.8121737744118153,2666,411,833,2608
repeated_stratified_student_group_train_test,48,day_56,demographic_vle_assessment,XGBoost,26074,6519,0.5279950912716674,0.8050314465408805,0.8643840214837194,0.7481115630447415,0.8020557545553653,0.888800234235864,0.9169331559281095,0.8084074227313405,2673,404,867,2575
repeated_stratified_student_group_train_test,49,day_56,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.8097575943540963,0.8674457429048414,0.7550130775937227,0.8073337476693598,0.8913549138894312,0.9181208765376064,0.8129956515690421,2680,397,843,2598
repeated_stratified_student_group_train_test,50,day_56,demographic_vle_assessment,XGBoost,26073,6520,0.5280674846625767,0.8116564417177914,0.867573846664454,0.7592216090618646,0.8097893432465924,0.8932383283505335,0.9199491021955963,0.81477492542791,2678,399,829,2614
